accuracy,loss,val_accuracy,val_loss
0.833340585231781,0.6225096583366394,0.8563015460968018,0.3702775835990906
0.8618201613426208,0.5005528330802917,0.8731239438056946,0.3143768012523651
0.8839944005012512,0.4212084710597992,0.8813363313674927,0.29657062888145447
0.9030346274375916,0.3519091010093689,0.8930026888847351,0.28218376636505127
0.9133250713348389,0.30427026748657227,0.8958230018615723,0.28816458582878113
0.9238484501838684,0.26405084133148193,0.8924684524536133,0.3038638234138489
